url,title,descripcion,factsheet,departamentos,municipios,ejecutores_aliados,duracion,estado,resultados,noticias,sections_json,links_json,raw_text
https://www.colombiamascompetitiva.com/cadena-de-valor-turismo-sostenible/,Sin título,,,,,,,,,,"{""turismo sostenible"": ""Implementación de mejores prácticas de gestión de destinos sostenibles y atracción de turismo responsable nacional e internacional. Mecanismos de Articulación"", ""mecanismos de articulación"": ""Video de la cadena"", ""video de la cadena"": ""Multimedia de Turismo"", ""multimedia de turismo"": ""Biblioteca de turismo""}","[{""text"": ""Las apuestas del programa"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2021/09/TURISMO_SOS__CUELLOS_DE_BOTELLA_E_INTERVENCIONES.pdf""}, {""text"": ""Mecanismos de Articulación"", ""href"": ""https://www.colombiamascompetitiva.com/iniciativa-destinos-competitivos-sostenibles-2/""}, {""text"": ""Video de la cadena"", ""href"": ""https://youtu.be/2CvtNEDoEUw""}, {""text"": ""Multimedia de Turismo"", ""href"": ""https://www.colombiamascompetitiva.com/turismo-multimedia""}, {""text"": ""Biblioteca de turismo"", ""href"": ""https://www.colombiamascompetitiva.com/biblioteca-2-2/""}, {""text"": ""Mecanismos de Articulación"", ""href"": ""https://www.colombiamascompetitiva.com/iniciativa-destinos-competitivos-sostenibles-2/""}, {""text"": ""Video de la cadena"", ""href"": ""https://youtu.be/2CvtNEDoEUw""}, {""text"": ""Multimedia de Turismo"", ""href"": ""https://www.colombiamascompetitiva.com/turismo-multimedia""}, {""text"": ""Biblioteca de turismo"", ""href"": ""https://www.colombiamascompetitiva.com/biblioteca-2-2/""}]",Sin título Implementación de mejores prácticas de gestión de destinos sostenibles y atracción de turismo responsable nacional e internacional. Mecanismos de Articulación Video de la cadena Multimedia de Turismo Biblioteca de turismo
https://www.colombiamascompetitiva.com/destino-llanos/,DESTINO LLANOS,,,,,,,,,,{},"[{""text"": ""Conoce más el proyecto Destino llanos"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2020/06/Destino-llanos.pdf""}, {""text"": ""Cámara de Comercio de Casanare."", ""href"": ""https://cccasanare.co/""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-1.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-2.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-3.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-4.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-5.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-6.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-7.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-8.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-9.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-10.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-11.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-12.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-13.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-14.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-15.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-16.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-17.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-18.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-19.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-21.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-25.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-27.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-28.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-31.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-33.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-34.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-35.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-36.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-42.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-41.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-40.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-39.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-38.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-37.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-casanare-22.jpg""}]",DESTINO LLANOS
https://www.colombiamascompetitiva.com/destino-putumayo/,DESTINO PUTUMAYO,,,,,,,,,,{},"[{""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-51.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-61.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-69.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-68.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-60.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-67.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-59.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-50.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-65.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-1.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-2.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-3.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-4.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-5.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-6.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-7.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-8.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-20.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-13.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-11.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-10.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-12.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-14.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-15.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-21.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-19.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-18.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-17.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-16.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-22.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-23.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-25.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-26.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-27.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-28.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-29.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2018/10/apoyo-sectores-turismo-putumayo-30.jpg""}]",DESTINO PUTUMAYO
https://www.colombiamascompetitiva.com/macondo-natural/,MACONDO NATURAL,,,,,,,,,,{},[],MACONDO NATURAL
https://www.colombiamascompetitiva.com/trekking-en-paisaje-cultural-cafetero/,ECO TURISMO Y CICLO TURISMO EN PAISAJE CULTURAL CAFETERO,,,,,,,,,,{},[],ECO TURISMO Y CICLO TURISMO EN PAISAJE CULTURAL CAFETERO
https://www.colombiamascompetitiva.com/cadena-de-valor-turismo-sostenible/una-aventura-magica/,La Guajira,,,,,,,,,,{},"[{""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2022/08/LAF0171-1-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2022/08/LA16AC1-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2022/08/LA80BD1-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2022/08/LA2D3E1-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2022/08/LA60ED1-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2022/08/LAGUAJ1.jpg""}]",La Guajira
https://www.colombiamascompetitiva.com/cadena-de-valor-turismo-sostenible/san-agustin-turismo-competitivo/,San Agustín,,,,,,,,,,{},"[{""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2023/04/SAN-AGUSTIN--Mesita-C-Parque-Arqueologico-de-San-Agustin--03delatorrephoto.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2023/04/SAN-AGUSTIN--Personas-desayunando-la-Plaza-de-Mercado--delatorrephoto.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2023/04/SAN-AGUSTIN-OVANDO--Personas-de-la-Zona--delatorrephoto.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2023/04/SAN-AGUSTIN-Huila-2.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2023/04/SAN-AGUSTIN-SAN-JOSE-DE-ISNOS--Panoramica-del-Parque-Arqueologico-Alto-de-las-Piedras--delatorrephoto.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2023/04/SAN-AGUSTIN-SAN-JOSE-DE-ISNOS--Parque-Arqueologico-Alto-de-las-Piedras--01delatorrephoto.jpg""}]",San Agustín
https://www.colombiamascompetitiva.com/cadena-de-valor-turismo-sostenible/macondo-natural/,MACONDO NATURAL,,,,,,,,,,{},"[{""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/18.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/17.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/10-2.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/12B-1.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/8-1.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/9-1.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/1.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/2.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2019/12/5.jpg""}]",MACONDO NATURAL
https://www.colombiamascompetitiva.com/cadena-de-valor-turismo-sostenible/corredor-cordillerano/,Paisaje Cordillerano,,,,,,,,,,{},"[{""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0187-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0197-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/G0029569-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/G0029690-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0003b-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0017-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0023-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0041-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0073-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0090-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0110-scaled.jpg""}, {""text"": ""View Larger"", ""href"": ""https://www.colombiamascompetitiva.com/wp-content/uploads/2024/01/IMG_0120-scaled.jpg""}]",Paisaje Cordillerano
https://www.colombiamascompetitiva.com/iniciativa-destinos-competitivos-sostenibles-2/,1. APRENDIMOS PARA ENSEÑAR: GESTIÓN DE DESTINOS,,,,,,,,,,{},"[{""text"": ""CONOCE LA INICIATIVA"", ""href"": ""https://youtu.be/afCYH5HM8LM""}]",1. APRENDIMOS PARA ENSEÑAR: GESTIÓN DE DESTINOS
