departamento,municipio,anio,mes,indicador,valor
TOLIMA,MELGAR,2019,abril,Visitantes extranjeros no residentes,36
TOLIMA,MELGAR,2019,mayo,Visitantes extranjeros no residentes,45
TOLIMA,MELGAR,2019,junio,Visitantes extranjeros no residentes,50
TOLIMA,MELGAR,2019,julio,Visitantes extranjeros no residentes,66
TOLIMA,MELGAR,2019,julio,llegadas pasajeros Nacionales,44
TOLIMA,MELGAR,2019,agosto,Visitantes extranjeros no residentes,207
TOLIMA,MELGAR,2019,septiembre,Visitantes extranjeros no residentes,63
TOLIMA,MELGAR,2019,septiembre,llegadas pasajeros Nacionales,46
TOLIMA,MELGAR,2019,octubre,llegadas pasajeros Nacionales,74
TOLIMA,MELGAR,2019,octubre,Visitantes extranjeros no residentes,32
TOLIMA,MELGAR,2019,noviembre,Visitantes extranjeros no residentes,54
TOLIMA,MELGAR,2019,diciembre,Visitantes extranjeros no residentes,53
TOLIMA,MELGAR,2019,diciembre,llegadas pasajeros Nacionales,39
TOLIMA,MELGAR,2020,enero,Visitantes extranjeros no residentes,68
TOLIMA,MELGAR,2020,febrero,Visitantes extranjeros no residentes,60
TOLIMA,MELGAR,2020,marzo,Visitantes extranjeros no residentes,28
TOLIMA,MELGAR,2020,junio,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2020,julio,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2020,agosto,llegadas pasajeros Nacionales,18
TOLIMA,MELGAR,2020,agosto,Visitantes extranjeros no residentes,6
TOLIMA,MELGAR,2020,septiembre,Visitantes extranjeros no residentes,33
TOLIMA,MELGAR,2020,septiembre,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2020,octubre,Visitantes extranjeros no residentes,26
TOLIMA,MELGAR,2020,noviembre,Visitantes extranjeros no residentes,33
TOLIMA,MELGAR,2020,diciembre,Visitantes extranjeros no residentes,32
TOLIMA,MELGAR,2021,enero,Visitantes extranjeros no residentes,34
TOLIMA,MELGAR,2021,febrero,Visitantes extranjeros no residentes,13
TOLIMA,MELGAR,2021,febrero,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2021,marzo,Visitantes extranjeros no residentes,13
TOLIMA,MELGAR,2021,abril,Visitantes extranjeros no residentes,20
TOLIMA,MELGAR,2021,mayo,Visitantes extranjeros no residentes,15
TOLIMA,MELGAR,2021,junio,Visitantes extranjeros no residentes,32
TOLIMA,MELGAR,2021,julio,Visitantes extranjeros no residentes,66
TOLIMA,MELGAR,2021,julio,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2021,agosto,Visitantes extranjeros no residentes,41
TOLIMA,MELGAR,2021,agosto,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2021,septiembre,Visitantes extranjeros no residentes,44
TOLIMA,MELGAR,2021,septiembre,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2021,octubre,Visitantes extranjeros no residentes,27
TOLIMA,MELGAR,2021,octubre,llegadas pasajeros Nacionales,12
TOLIMA,MELGAR,2021,noviembre,Visitantes extranjeros no residentes,29
TOLIMA,MELGAR,2021,noviembre,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2021,diciembre,Visitantes extranjeros no residentes,68
TOLIMA,MELGAR,2021,diciembre,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2022,enero,Visitantes extranjeros no residentes,62
TOLIMA,MELGAR,2022,enero,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2022,febrero,Visitantes extranjeros no residentes,46
TOLIMA,MELGAR,2022,febrero,llegadas pasajeros Nacionales,15
TOLIMA,MELGAR,2022,marzo,Visitantes extranjeros no residentes,59
TOLIMA,MELGAR,2022,marzo,llegadas pasajeros Nacionales,0
TOLIMA,MELGAR,2022,abril,Visitantes extranjeros no residentes,34
TOLIMA,MELGAR,2022,mayo,Visitantes extranjeros no residentes,31
TOLIMA,MELGAR,2022,junio,Visitantes extranjeros no residentes,17
TOLIMA,MELGAR,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,12667
TOLIMA,MELGAR,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,5089
TOLIMA,MELGAR,2022,julio,Prestadores de servicios turísticos activos en RNT,651
TOLIMA,MELGAR,2022,julio,Establecimientos de alojamiento y hospedaje,609
TOLIMA,MELGAR,2022,julio,Visitantes extranjeros no residentes,94
TOLIMA,MURILLO,2018,marzo,Visitantes extranjeros no residentes,1
TOLIMA,MURILLO,2018,mayo,Visitantes extranjeros no residentes,1
TOLIMA,MURILLO,2019,abril,Visitantes extranjeros no residentes,2
TOLIMA,MURILLO,2019,agosto,Visitantes extranjeros no residentes,1
TOLIMA,MURILLO,2019,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,MURILLO,2022,enero,Visitantes extranjeros no residentes,1
TOLIMA,MURILLO,2022,marzo,Visitantes extranjeros no residentes,1
TOLIMA,MURILLO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,187
TOLIMA,MURILLO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,73
TOLIMA,MURILLO,2022,julio,Prestadores de servicios turísticos activos en RNT,25
TOLIMA,MURILLO,2022,julio,Establecimientos de alojamiento y hospedaje,15
TOLIMA,MURILLO,2022,julio,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2018,febrero,Llegadas internacionales,2
TOLIMA,NATAGAIMA,2018,abril,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2018,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2018,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2019,mayo,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2019,agosto,llegadas pasajeros Nacionales,21
TOLIMA,NATAGAIMA,2019,agosto,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2019,septiembre,llegadas pasajeros Nacionales,21
TOLIMA,NATAGAIMA,2019,septiembre,Visitantes extranjeros no residentes,3
TOLIMA,NATAGAIMA,2019,octubre,llegadas pasajeros Nacionales,44
TOLIMA,NATAGAIMA,2019,noviembre,llegadas pasajeros Nacionales,53
TOLIMA,NATAGAIMA,2019,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2019,diciembre,llegadas pasajeros Nacionales,47
TOLIMA,NATAGAIMA,2019,diciembre,Visitantes extranjeros no residentes,2
TOLIMA,NATAGAIMA,2020,enero,llegadas pasajeros Nacionales,33
TOLIMA,NATAGAIMA,2020,enero,Visitantes extranjeros no residentes,2
TOLIMA,NATAGAIMA,2020,febrero,llegadas pasajeros Nacionales,7
TOLIMA,NATAGAIMA,2020,marzo,llegadas pasajeros Nacionales,14
TOLIMA,NATAGAIMA,2020,marzo,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2020,noviembre,llegadas pasajeros Nacionales,1
TOLIMA,NATAGAIMA,2021,abril,Visitantes extranjeros no residentes,2
TOLIMA,NATAGAIMA,2021,junio,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2021,julio,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2021,agosto,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2021,octubre,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2021,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2022,febrero,Visitantes extranjeros no residentes,2
TOLIMA,NATAGAIMA,2022,marzo,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2022,mayo,Visitantes extranjeros no residentes,1
TOLIMA,NATAGAIMA,2022,junio,Visitantes extranjeros no residentes,3
TOLIMA,NATAGAIMA,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,76
TOLIMA,NATAGAIMA,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,51
TOLIMA,NATAGAIMA,2022,julio,Prestadores de servicios turísticos activos en RNT,7
TOLIMA,NATAGAIMA,2022,julio,Establecimientos de alojamiento y hospedaje,4
TOLIMA,NATAGAIMA,2022,julio,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2018,febrero,Visitantes extranjeros no residentes,3
TOLIMA,ORTEGA,2018,abril,Visitantes extranjeros no residentes,3
TOLIMA,ORTEGA,2018,junio,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2018,julio,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2019,abril,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2019,agosto,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2019,diciembre,Visitantes extranjeros no residentes,5
TOLIMA,ORTEGA,2020,marzo,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2021,abril,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2021,agosto,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2021,octubre,Visitantes extranjeros no residentes,1
TOLIMA,ORTEGA,2022,enero,Visitantes extranjeros no residentes,3
TOLIMA,ORTEGA,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,166
TOLIMA,ORTEGA,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,105
TOLIMA,ORTEGA,2022,julio,Establecimientos de alojamiento y hospedaje,6
TOLIMA,ORTEGA,2022,julio,Prestadores de servicios turísticos activos en RNT,
TOLIMA,ORTEGA,2022,julio,Visitantes extranjeros no residentes,2
TOLIMA,PALOCABILDO,2018,junio,Visitantes extranjeros no residentes,2
TOLIMA,PALOCABILDO,2018,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,PALOCABILDO,2018,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,PALOCABILDO,2020,octubre,Visitantes extranjeros no residentes,1
TOLIMA,PALOCABILDO,2021,marzo,Visitantes extranjeros no residentes,3
TOLIMA,PALOCABILDO,2021,septiembre,Visitantes extranjeros no residentes,2
TOLIMA,PALOCABILDO,2022,enero,Visitantes extranjeros no residentes,1
TOLIMA,PALOCABILDO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,10
TOLIMA,PALOCABILDO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,9
TOLIMA,PALOCABILDO,2022,julio,Establecimientos de alojamiento y hospedaje,1
TOLIMA,PALOCABILDO,2022,julio,Prestadores de servicios turísticos activos en RNT,
TOLIMA,PIEDRAS,2018,mayo,Visitantes extranjeros no residentes,2
TOLIMA,PIEDRAS,2018,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,PIEDRAS,2019,abril,Visitantes extranjeros no residentes,2
TOLIMA,PIEDRAS,2019,junio,Visitantes extranjeros no residentes,1
TOLIMA,PIEDRAS,2021,mayo,Visitantes extranjeros no residentes,2
TOLIMA,PIEDRAS,2021,octubre,Visitantes extranjeros no residentes,3
TOLIMA,PIEDRAS,2021,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,PIEDRAS,2022,abril,Visitantes extranjeros no residentes,1
TOLIMA,PIEDRAS,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,65
TOLIMA,PIEDRAS,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,40
TOLIMA,PIEDRAS,2022,julio,Establecimientos de alojamiento y hospedaje,4
TOLIMA,PIEDRAS,2022,julio,Prestadores de servicios turísticos activos en RNT,
TOLIMA,PIEDRAS,2022,julio,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2018,febrero,Visitantes extranjeros no residentes,4
TOLIMA,PLANADAS,2018,mayo,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2018,julio,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2018,agosto,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2018,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2018,octubre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2018,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2018,diciembre,Visitantes extranjeros no residentes,5
TOLIMA,PLANADAS,2019,febrero,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2019,abril,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2019,abril,llegadas pasajeros Nacionales,1
TOLIMA,PLANADAS,2019,mayo,llegadas pasajeros Nacionales,2
TOLIMA,PLANADAS,2019,mayo,Visitantes extranjeros no residentes,
TOLIMA,PLANADAS,2019,junio,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2019,agosto,Visitantes extranjeros no residentes,3
TOLIMA,PLANADAS,2019,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2019,octubre,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2019,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2019,diciembre,Visitantes extranjeros no residentes,3
TOLIMA,PLANADAS,2020,enero,llegadas pasajeros Nacionales,8
TOLIMA,PLANADAS,2020,marzo,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2020,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2020,octubre,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2020,noviembre,llegadas pasajeros Nacionales,8
TOLIMA,PLANADAS,2020,diciembre,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2021,enero,Visitantes extranjeros no residentes,2
TOLIMA,PLANADAS,2021,marzo,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2021,agosto,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2021,octubre,Visitantes extranjeros no residentes,3
TOLIMA,PLANADAS,2021,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2021,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2022,enero,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2022,abril,Visitantes extranjeros no residentes,1
TOLIMA,PLANADAS,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,80
TOLIMA,PLANADAS,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,62
TOLIMA,PLANADAS,2022,julio,Prestadores de servicios turísticos activos en RNT,13
TOLIMA,PLANADAS,2022,julio,Establecimientos de alojamiento y hospedaje,8
TOLIMA,PLANADAS,2022,julio,Visitantes extranjeros no residentes,6
TOLIMA,PRADO,2018,marzo,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2018,junio,Visitantes extranjeros no residentes,4
TOLIMA,PRADO,2018,septiembre,Visitantes extranjeros no residentes,2
TOLIMA,PRADO,2018,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2019,enero,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2019,julio,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2019,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2019,octubre,Visitantes extranjeros no residentes,3
TOLIMA,PRADO,2019,diciembre,Visitantes extranjeros no residentes,4
TOLIMA,PRADO,2020,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2021,febrero,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2021,mayo,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2021,agosto,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2021,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2022,febrero,Visitantes extranjeros no residentes,3
TOLIMA,PRADO,2022,marzo,Visitantes extranjeros no residentes,2
TOLIMA,PRADO,2022,abril,Visitantes extranjeros no residentes,1
TOLIMA,PRADO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,704
TOLIMA,PRADO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,279
TOLIMA,PRADO,2022,julio,Prestadores de servicios turísticos activos en RNT,45
TOLIMA,PRADO,2022,julio,Establecimientos de alojamiento y hospedaje,41
TOLIMA,RIOBLANCO,2018,noviembre,Visitantes extranjeros no residentes,2
TOLIMA,RIOBLANCO,2019,febrero,Visitantes extranjeros no residentes,3
TOLIMA,RIOBLANCO,2022,junio,Visitantes extranjeros no residentes,1
TOLIMA,RIOBLANCO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,34
TOLIMA,RIOBLANCO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,22
TOLIMA,RIOBLANCO,2022,julio,Establecimientos de alojamiento y hospedaje,1
TOLIMA,RIOBLANCO,2022,julio,Prestadores de servicios turísticos activos en RNT,
TOLIMA,RONCESVALLES,2019,enero,Visitantes extranjeros no residentes,2
TOLIMA,RONCESVALLES,2021,abril,Visitantes extranjeros no residentes,1
TOLIMA,RONCESVALLES,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,53
TOLIMA,RONCESVALLES,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,40
TOLIMA,RONCESVALLES,2022,julio,Establecimientos de alojamiento y hospedaje,4
TOLIMA,RONCESVALLES,2022,julio,Prestadores de servicios turísticos activos en RNT,
TOLIMA,RONCESVALLES,2022,julio,Visitantes extranjeros no residentes,1
TOLIMA,ROVIRA,2018,enero,Visitantes extranjeros no residentes,1
TOLIMA,ROVIRA,2018,junio,Visitantes extranjeros no residentes,1
TOLIMA,ROVIRA,2018,julio,Visitantes extranjeros no residentes,1
TOLIMA,ROVIRA,2019,diciembre,Visitantes extranjeros no residentes,5
TOLIMA,ROVIRA,2020,enero,Visitantes extranjeros no residentes,4
TOLIMA,ROVIRA,2020,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,ROVIRA,2021,enero,Visitantes extranjeros no residentes,2
TOLIMA,ROVIRA,2021,marzo,Visitantes extranjeros no residentes,1
TOLIMA,ROVIRA,2021,julio,Visitantes extranjeros no residentes,2
TOLIMA,ROVIRA,2021,noviembre,Visitantes extranjeros no residentes,2
TOLIMA,ROVIRA,2021,diciembre,Visitantes extranjeros no residentes,6
TOLIMA,ROVIRA,2022,enero,Visitantes extranjeros no residentes,4
TOLIMA,ROVIRA,2022,marzo,Visitantes extranjeros no residentes,2
TOLIMA,ROVIRA,2022,mayo,Visitantes extranjeros no residentes,1
TOLIMA,ROVIRA,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,68
TOLIMA,ROVIRA,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,47
TOLIMA,ROVIRA,2022,julio,Establecimientos de alojamiento y hospedaje,7
TOLIMA,ROVIRA,2022,julio,Prestadores de servicios turísticos activos en RNT,
TOLIMA,SALDAÑA,2018,febrero,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2018,junio,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2018,julio,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2018,agosto,Visitantes extranjeros no residentes,2
TOLIMA,SALDAÑA,2018,octubre,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2018,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2019,enero,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2019,febrero,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2019,junio,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2019,agosto,llegadas pasajeros Nacionales,13
TOLIMA,SALDAÑA,2019,agosto,Visitantes extranjeros no residentes,4
TOLIMA,SALDAÑA,2019,septiembre,llegadas pasajeros Nacionales,13
TOLIMA,SALDAÑA,2019,octubre,llegadas pasajeros Nacionales,12
TOLIMA,SALDAÑA,2019,octubre,Visitantes extranjeros no residentes,2
TOLIMA,SALDAÑA,2019,noviembre,llegadas pasajeros Nacionales,12
TOLIMA,SALDAÑA,2019,diciembre,llegadas pasajeros Nacionales,6
TOLIMA,SALDAÑA,2019,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2020,enero,llegadas pasajeros Nacionales,20
TOLIMA,SALDAÑA,2020,enero,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2020,marzo,llegadas pasajeros Nacionales,18
TOLIMA,SALDAÑA,2020,mayo,llegadas pasajeros Nacionales,0
TOLIMA,SALDAÑA,2020,octubre,llegadas pasajeros Nacionales,0
TOLIMA,SALDAÑA,2020,noviembre,llegadas pasajeros Nacionales,1
TOLIMA,SALDAÑA,2020,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2020,diciembre,llegadas pasajeros Nacionales,0
TOLIMA,SALDAÑA,2021,enero,Visitantes extranjeros no residentes,3
TOLIMA,SALDAÑA,2021,enero,llegadas pasajeros Nacionales,2
TOLIMA,SALDAÑA,2021,febrero,llegadas pasajeros Nacionales,21
TOLIMA,SALDAÑA,2021,marzo,llegadas pasajeros Nacionales,3
TOLIMA,SALDAÑA,2021,marzo,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2021,abril,llegadas pasajeros Nacionales,3
TOLIMA,SALDAÑA,2021,mayo,llegadas pasajeros Nacionales,4
TOLIMA,SALDAÑA,2021,junio,llegadas pasajeros Nacionales,3
TOLIMA,SALDAÑA,2021,junio,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2021,julio,llegadas pasajeros Nacionales,9
TOLIMA,SALDAÑA,2021,agosto,llegadas pasajeros Nacionales,15
TOLIMA,SALDAÑA,2021,agosto,Visitantes extranjeros no residentes,2
TOLIMA,SALDAÑA,2021,septiembre,llegadas pasajeros Nacionales,5
TOLIMA,SALDAÑA,2021,octubre,llegadas pasajeros Nacionales,6
TOLIMA,SALDAÑA,2021,noviembre,llegadas pasajeros Nacionales,7
TOLIMA,SALDAÑA,2021,noviembre,Visitantes extranjeros no residentes,2
TOLIMA,SALDAÑA,2021,diciembre,llegadas pasajeros Nacionales,11
TOLIMA,SALDAÑA,2021,diciembre,Visitantes extranjeros no residentes,2
TOLIMA,SALDAÑA,2022,enero,llegadas pasajeros Nacionales,7
TOLIMA,SALDAÑA,2022,enero,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2022,febrero,llegadas pasajeros Nacionales,10
TOLIMA,SALDAÑA,2022,febrero,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2022,marzo,llegadas pasajeros Nacionales,6
TOLIMA,SALDAÑA,2022,marzo,Visitantes extranjeros no residentes,1
TOLIMA,SALDAÑA,2022,abril,llegadas pasajeros Nacionales,6
TOLIMA,SALDAÑA,2022,mayo,llegadas pasajeros Nacionales,11
TOLIMA,SALDAÑA,2022,junio,llegadas pasajeros Nacionales,6
TOLIMA,SALDAÑA,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,152
TOLIMA,SALDAÑA,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,121
TOLIMA,SALDAÑA,2022,julio,Prestadores de servicios turísticos activos en RNT,10
TOLIMA,SALDAÑA,2022,julio,Establecimientos de alojamiento y hospedaje,9
TOLIMA,SAN ANTONIO,2018,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,SAN ANTONIO,2020,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,SAN ANTONIO,2021,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,SAN ANTONIO,2021,diciembre,Visitantes extranjeros no residentes,2
TOLIMA,SAN ANTONIO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,51
TOLIMA,SAN ANTONIO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,41
TOLIMA,SAN ANTONIO,2022,julio,Prestadores de servicios turísticos activos en RNT,7
TOLIMA,SAN ANTONIO,2022,julio,Establecimientos de alojamiento y hospedaje,6
TOLIMA,SAN LUIS,2018,junio,Visitantes extranjeros no residentes,6
TOLIMA,SAN LUIS,2018,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2019,junio,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2019,julio,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2019,diciembre,Visitantes extranjeros no residentes,3
TOLIMA,SAN LUIS,2020,octubre,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2021,enero,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2021,abril,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2021,junio,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2021,julio,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2021,agosto,Visitantes extranjeros no residentes,6
TOLIMA,SAN LUIS,2021,noviembre,Visitantes extranjeros no residentes,2
TOLIMA,SAN LUIS,2021,diciembre,Visitantes extranjeros no residentes,2
TOLIMA,SAN LUIS,2022,enero,Visitantes extranjeros no residentes,2
TOLIMA,SAN LUIS,2022,febrero,Visitantes extranjeros no residentes,1
TOLIMA,SAN LUIS,2022,junio,Visitantes extranjeros no residentes,3
TOLIMA,SAN LUIS,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,178
TOLIMA,SAN LUIS,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,82
TOLIMA,SAN LUIS,2022,julio,Prestadores de servicios turísticos activos en RNT,14
TOLIMA,SAN LUIS,2022,julio,Establecimientos de alojamiento y hospedaje,13
TOLIMA,SAN LUIS,2022,julio,Visitantes extranjeros no residentes,4
TOLIMA,SANTA ISABEL,2019,junio,Visitantes extranjeros no residentes,2
TOLIMA,SANTA ISABEL,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,46
TOLIMA,SANTA ISABEL,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,22
TOLIMA,SANTA ISABEL,2022,julio,Prestadores de servicios turísticos activos en RNT,7
TOLIMA,SANTA ISABEL,2022,julio,Establecimientos de alojamiento y hospedaje,6
TOLIMA,VENADILLO,2018,octubre,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2018,noviembre,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2018,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2019,julio,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2020,febrero,Visitantes extranjeros no residentes,2
TOLIMA,VENADILLO,2020,diciembre,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2021,julio,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2021,septiembre,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2021,octubre,Visitantes extranjeros no residentes,2
TOLIMA,VENADILLO,2021,diciembre,Visitantes extranjeros no residentes,3
TOLIMA,VENADILLO,2022,enero,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2022,marzo,Visitantes extranjeros no residentes,1
TOLIMA,VENADILLO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,163
TOLIMA,VENADILLO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,114
TOLIMA,VENADILLO,2022,julio,Prestadores de servicios turísticos activos en RNT,14
TOLIMA,VENADILLO,2022,julio,Establecimientos de alojamiento y hospedaje,10
TOLIMA,VENADILLO,2022,julio,Visitantes extranjeros no residentes,3
PUTUMAYO,MOCOA,2018,enero,Visitantes extranjeros no residentes,91
PUTUMAYO,MOCOA,2018,febrero,Visitantes extranjeros no residentes,79
PUTUMAYO,MOCOA,2018,marzo,Visitantes extranjeros no residentes,85
PUTUMAYO,MOCOA,2018,abril,Visitantes extranjeros no residentes,66
PUTUMAYO,MOCOA,2018,mayo,Visitantes extranjeros no residentes,50
PUTUMAYO,MOCOA,2018,junio,Visitantes extranjeros no residentes,28
PUTUMAYO,MOCOA,2018,julio,Visitantes extranjeros no residentes,46
PUTUMAYO,MOCOA,2018,agosto,Visitantes extranjeros no residentes,45
