departamento,municipio,anio,mes,indicador,valor
PUTUMAYO,MOCOA,2018,septiembre,Visitantes extranjeros no residentes,45
PUTUMAYO,MOCOA,2018,octubre,Visitantes extranjeros no residentes,45
PUTUMAYO,MOCOA,2018,noviembre,Visitantes extranjeros no residentes,56
PUTUMAYO,MOCOA,2018,diciembre,Visitantes extranjeros no residentes,28
PUTUMAYO,MOCOA,2019,enero,Visitantes extranjeros no residentes,32
PUTUMAYO,MOCOA,2019,febrero,Visitantes extranjeros no residentes,54
PUTUMAYO,MOCOA,2019,marzo,Visitantes extranjeros no residentes,33
PUTUMAYO,MOCOA,2019,abril,Visitantes extranjeros no residentes,50
PUTUMAYO,MOCOA,2019,mayo,Visitantes extranjeros no residentes,38
PUTUMAYO,MOCOA,2019,junio,Visitantes extranjeros no residentes,26
PUTUMAYO,MOCOA,2019,julio,Visitantes extranjeros no residentes,24
PUTUMAYO,MOCOA,2019,agosto,Visitantes extranjeros no residentes,45
PUTUMAYO,MOCOA,2019,septiembre,Visitantes extranjeros no residentes,38
PUTUMAYO,MOCOA,2019,octubre,Visitantes extranjeros no residentes,41
PUTUMAYO,MOCOA,2019,noviembre,Visitantes extranjeros no residentes,26
PUTUMAYO,MOCOA,2019,diciembre,Visitantes extranjeros no residentes,68
PUTUMAYO,MOCOA,2020,enero,Visitantes extranjeros no residentes,43
PUTUMAYO,MOCOA,2020,febrero,Visitantes extranjeros no residentes,35
PUTUMAYO,MOCOA,2020,marzo,Visitantes extranjeros no residentes,26
PUTUMAYO,MOCOA,2020,octubre,Visitantes extranjeros no residentes,3
PUTUMAYO,MOCOA,2020,noviembre,Visitantes extranjeros no residentes,8
PUTUMAYO,MOCOA,2020,diciembre,Visitantes extranjeros no residentes,25
PUTUMAYO,MOCOA,2021,enero,Visitantes extranjeros no residentes,15
PUTUMAYO,MOCOA,2021,febrero,Visitantes extranjeros no residentes,13
PUTUMAYO,MOCOA,2021,marzo,Visitantes extranjeros no residentes,43
PUTUMAYO,MOCOA,2021,abril,Visitantes extranjeros no residentes,4
PUTUMAYO,MOCOA,2021,mayo,Visitantes extranjeros no residentes,12
PUTUMAYO,MOCOA,2021,junio,Visitantes extranjeros no residentes,7
PUTUMAYO,MOCOA,2021,julio,Visitantes extranjeros no residentes,22
PUTUMAYO,MOCOA,2021,agosto,Visitantes extranjeros no residentes,16
PUTUMAYO,MOCOA,2021,septiembre,Visitantes extranjeros no residentes,16
PUTUMAYO,MOCOA,2021,octubre,Visitantes extranjeros no residentes,15
PUTUMAYO,MOCOA,2021,noviembre,Visitantes extranjeros no residentes,40
PUTUMAYO,MOCOA,2021,diciembre,Visitantes extranjeros no residentes,51
PUTUMAYO,MOCOA,2022,enero,Visitantes extranjeros no residentes,19
PUTUMAYO,MOCOA,2022,febrero,Visitantes extranjeros no residentes,15
PUTUMAYO,MOCOA,2022,marzo,Visitantes extranjeros no residentes,20
PUTUMAYO,MOCOA,2022,abril,Visitantes extranjeros no residentes,94
PUTUMAYO,MOCOA,2022,mayo,Visitantes extranjeros no residentes,26
PUTUMAYO,MOCOA,2022,junio,Visitantes extranjeros no residentes,29
PUTUMAYO,MOCOA,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,1191
PUTUMAYO,MOCOA,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,912
PUTUMAYO,MOCOA,2022,julio,Prestadores de servicios turísticos activos en RNT,156
PUTUMAYO,MOCOA,2022,julio,Establecimientos de alojamiento y hospedaje,98
PUTUMAYO,MOCOA,2022,julio,Visitantes extranjeros no residentes,27
PUTUMAYO,PUERTO CAICEDO,2018,enero,Visitantes extranjeros no residentes,3
PUTUMAYO,PUERTO CAICEDO,2018,marzo,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2018,abril,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2018,junio,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2018,julio,Visitantes extranjeros no residentes,2
PUTUMAYO,PUERTO CAICEDO,2018,agosto,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2018,septiembre,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2018,octubre,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2018,noviembre,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2018,diciembre,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2019,enero,Visitantes extranjeros no residentes,9
PUTUMAYO,PUERTO CAICEDO,2019,marzo,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2019,mayo,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2019,junio,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2019,agosto,Visitantes extranjeros no residentes,3
PUTUMAYO,PUERTO CAICEDO,2019,septiembre,Visitantes extranjeros no residentes,3
PUTUMAYO,PUERTO CAICEDO,2019,noviembre,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2019,diciembre,Visitantes extranjeros no residentes,3
PUTUMAYO,PUERTO CAICEDO,2020,enero,Visitantes extranjeros no residentes,3
PUTUMAYO,PUERTO CAICEDO,2020,febrero,Visitantes extranjeros no residentes,7
PUTUMAYO,PUERTO CAICEDO,2021,octubre,Visitantes extranjeros no residentes,2
PUTUMAYO,PUERTO CAICEDO,2021,noviembre,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2021,diciembre,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2022,enero,Visitantes extranjeros no residentes,1
PUTUMAYO,PUERTO CAICEDO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,108
PUTUMAYO,PUERTO CAICEDO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,78
PUTUMAYO,PUERTO CAICEDO,2022,julio,Prestadores de servicios turísticos activos en RNT,7
PUTUMAYO,PUERTO CAICEDO,2022,julio,Establecimientos de alojamiento y hospedaje,4
PUTUMAYO,SIBUNDOY,2018,febrero,Visitantes extranjeros no residentes,9
PUTUMAYO,SIBUNDOY,2018,mayo,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2018,junio,Visitantes extranjeros no residentes,4
PUTUMAYO,SIBUNDOY,2018,julio,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2018,agosto,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2018,septiembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2018,octubre,Visitantes extranjeros no residentes,16
PUTUMAYO,SIBUNDOY,2018,noviembre,Visitantes extranjeros no residentes,2
PUTUMAYO,SIBUNDOY,2018,diciembre,Visitantes extranjeros no residentes,13
PUTUMAYO,SIBUNDOY,2019,enero,Visitantes extranjeros no residentes,8
PUTUMAYO,SIBUNDOY,2019,febrero,Visitantes extranjeros no residentes,3
PUTUMAYO,SIBUNDOY,2019,marzo,Visitantes extranjeros no residentes,6
PUTUMAYO,SIBUNDOY,2019,abril,Visitantes extranjeros no residentes,4
PUTUMAYO,SIBUNDOY,2019,mayo,Visitantes extranjeros no residentes,2
PUTUMAYO,SIBUNDOY,2019,junio,Visitantes extranjeros no residentes,6
PUTUMAYO,SIBUNDOY,2019,julio,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2019,agosto,Visitantes extranjeros no residentes,2
PUTUMAYO,SIBUNDOY,2019,septiembre,Visitantes extranjeros no residentes,5
PUTUMAYO,SIBUNDOY,2019,octubre,Visitantes extranjeros no residentes,2
PUTUMAYO,SIBUNDOY,2019,noviembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2019,diciembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2020,enero,Visitantes extranjeros no residentes,6
PUTUMAYO,SIBUNDOY,2020,febrero,Visitantes extranjeros no residentes,3
PUTUMAYO,SIBUNDOY,2020,marzo,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2020,noviembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2020,diciembre,Visitantes extranjeros no residentes,3
PUTUMAYO,SIBUNDOY,2021,enero,Visitantes extranjeros no residentes,5
PUTUMAYO,SIBUNDOY,2021,abril,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2021,junio,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2021,agosto,Visitantes extranjeros no residentes,8
PUTUMAYO,SIBUNDOY,2021,septiembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SIBUNDOY,2021,diciembre,Visitantes extranjeros no residentes,9
PUTUMAYO,SIBUNDOY,2022,enero,Visitantes extranjeros no residentes,3
PUTUMAYO,SIBUNDOY,2022,febrero,Visitantes extranjeros no residentes,13
PUTUMAYO,SIBUNDOY,2022,marzo,Visitantes extranjeros no residentes,2
PUTUMAYO,SIBUNDOY,2022,abril,Visitantes extranjeros no residentes,2
PUTUMAYO,SIBUNDOY,2022,mayo,Visitantes extranjeros no residentes,4
PUTUMAYO,SIBUNDOY,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,246
PUTUMAYO,SIBUNDOY,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,181
PUTUMAYO,SIBUNDOY,2022,julio,Prestadores de servicios turísticos activos en RNT,34
PUTUMAYO,SIBUNDOY,2022,julio,Establecimientos de alojamiento y hospedaje,28
PUTUMAYO,SIBUNDOY,2022,julio,Visitantes extranjeros no residentes,6
PUTUMAYO,SAN FRANCISCO,2019,abril,Visitantes extranjeros no residentes,3
PUTUMAYO,SAN FRANCISCO,2019,mayo,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN FRANCISCO,2019,junio,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN FRANCISCO,2019,octubre,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN FRANCISCO,2019,diciembre,Visitantes extranjeros no residentes,2
PUTUMAYO,SAN FRANCISCO,2021,diciembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN FRANCISCO,2022,febrero,Visitantes extranjeros no residentes,2
PUTUMAYO,SAN FRANCISCO,2022,marzo,Visitantes extranjeros no residentes,3
PUTUMAYO,SAN FRANCISCO,2022,mayo,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN FRANCISCO,2022,junio,Visitantes extranjeros no residentes,3
PUTUMAYO,SAN FRANCISCO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,12
PUTUMAYO,SAN FRANCISCO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,
PUTUMAYO,SAN FRANCISCO,2022,julio,Establecimientos de alojamiento y hospedaje,1
PUTUMAYO,SAN FRANCISCO,2022,julio,Prestadores de servicios turísticos activos en RNT,
PUTUMAYO,SAN MIGUEL,2018,enero,Visitantes extranjeros no residentes,2
PUTUMAYO,SAN MIGUEL,2018,marzo,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2018,mayo,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2018,julio,Visitantes extranjeros no residentes,3
PUTUMAYO,SAN MIGUEL,2018,septiembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2018,octubre,Visitantes extranjeros no residentes,4
PUTUMAYO,SAN MIGUEL,2019,enero,Visitantes extranjeros no residentes,6
PUTUMAYO,SAN MIGUEL,2019,febrero,Visitantes extranjeros no residentes,4
PUTUMAYO,SAN MIGUEL,2019,abril,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2019,mayo,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2019,junio,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2019,septiembre,Visitantes extranjeros no residentes,4
PUTUMAYO,SAN MIGUEL,2019,noviembre,Visitantes extranjeros no residentes,11
PUTUMAYO,SAN MIGUEL,2019,diciembre,Visitantes extranjeros no residentes,10
PUTUMAYO,SAN MIGUEL,2020,enero,Visitantes extranjeros no residentes,8
PUTUMAYO,SAN MIGUEL,2020,febrero,Visitantes extranjeros no residentes,3
PUTUMAYO,SAN MIGUEL,2020,marzo,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2020,diciembre,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2021,junio,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2021,julio,Visitantes extranjeros no residentes,1
PUTUMAYO,SAN MIGUEL,2022,enero,Visitantes extranjeros no residentes,2
PUTUMAYO,SAN MIGUEL,2022,marzo,Visitantes extranjeros no residentes,2
PUTUMAYO,SAN MIGUEL,2022,abril,Visitantes extranjeros no residentes,3
PUTUMAYO,SAN MIGUEL,2022,mayo,Visitantes extranjeros no residentes,4
PUTUMAYO,SAN MIGUEL,2022,junio,Visitantes extranjeros no residentes,9
PUTUMAYO,SAN MIGUEL,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,42
PUTUMAYO,SAN MIGUEL,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,33
PUTUMAYO,SAN MIGUEL,2022,julio,Prestadores de servicios turísticos activos en RNT,4
PUTUMAYO,SAN MIGUEL,2022,julio,Establecimientos de alojamiento y hospedaje,3
PUTUMAYO,SAN MIGUEL,2022,julio,Visitantes extranjeros no residentes,1
