titulo,enlace,fecha_extraccion
"MinCIT e iNNpulsa fortalecieron 470 unidades productivas de la economía popular en Tolima, Huila, Na",https://www.mincit.gov.co/prensa/noticias/industria/mejoran-470-unidades-productivas-economia-popular,2025-09-04T10:03:04.333224
